[00:00] (背景音乐：轻快的吉他旋律)
[14:38] [主播]：所以你看到它虽然是受航空业启发，有了这么一个东西，但最终的发展，它的千姿百态是比航空业多得多。
[14:45] [嘉宾-猫草]：啊没错，嗯。
[14:46] [嘉宾-猫草]：而且航空能够提供的供给端还是相对比较单一。酒店这个东西是天然的多品牌集团。
[14:54] [嘉宾-猫草]：就是酒店的多品牌程度甚至跟化妆品公司有点像。因为它不同的人群，不同的拆标，不同的线级，它对酒店的所谓的有限服务还是更无限的服务有不同的要求。
[15:07] [嘉宾-猫草]：这里我们引入一个概念，Cindy可以给大家解释一下，就是过去我国的整个酒店体系跟西方一样，它是12345星，然后这个星级呢是由酒店业协会专门来评定。
[15:19] [主播]：就国际也是这样的。
[15:20] [嘉宾-Cindy]：对，它会有一些硬性的标准，我打个比方，一个五星级酒店是要有配套有游泳池的，然后要配套的有发廊，要配套的有精品的，精品店。
[15:29] [嘉宾-Cindy]：对，就是放在酒店里面卖的那些东西。
[15:32] [嘉宾-Cindy]：就是它有一些为了会议而设置的偏精品的标准。
[15:37] [嘉宾-Cindy]：但是呢这个东西在后来慢慢地在国内式微了以后，因为他们很多人物业物业特别老，很多酒店。
[15:43] [嘉宾-Cindy]：就是在中国，其实物业的新旧判断一个酒店的舒适度是非常有效的，但在海外不是，在欧洲和在日本都不是，一会儿我们可以聊到这一点。
[15:53] [嘉宾-Cindy]：然后由于这些东西式微了以后，国内的OTA开始崛起。
[15:58] [嘉宾-Cindy]：你会发现你不再依托于星级计划去评判一家酒店好不好了。
[16:02] [嘉宾-Cindy]：你大概看一看它的位置，然后打开你的百度地图、高德地图、谷歌地图，你就能看见它离你的这个会场到底有多远。
[16:11] [嘉宾-Cindy]：然后这个时候呢你就可以去携程、同程、去哪儿、飞猪上面，去查找到大家对这价酒店的评价。
[16:18] [主播]：对。
[16:19] [嘉宾-Cindy]：所以有了OTA和这个OTA的会员反馈以后，大家不依托于星级这件事情去做自己的决策了。
[16:27] [嘉宾-Cindy]：于是呢国内就开始产生了一些新的就所谓有限服务型的酒店。
[16:33] [主播]：我打断一下，其实还有一个原因，我印象中就是因为很长一段时间中国的，特别是国企跟政府开始限制，不允许大家用五星级。
[16:43] [主播]：就是相当于你会议，包括你如果住宿，五星酒店是被排除在外的，包括你请吃饭这种事情，就是它是直接严格规定的。
[16:51] [主播]：所以呢，当时有一批五星酒店甚至就是央求酒店业协会，就是“把我，对，把我的五星拆下来，我我不要这个五星级，因为一旦有了五星级，我就少了一大块的客流量。”
[17:03] [嘉宾-猫草]：啊没错。
[17:03] [嘉宾-猫草]：这个在成交的那些偏度假的酒店还特别常见，就是会议酒店、温泉酒店，专门为了接待国企和偏体制内设置的。
[17:11] [嘉宾-猫草]：它们都是通通不挂星不挂牌的。
[17:14] [主播]：是的是的，大概是10年十几年前那。
[17:16] [嘉宾-猫草]：对，因为八稳定位定大概在12年左右。
[17:18] [主播]：对对对对对。
[17:19] [嘉宾-Cindy]：嗯，但是有限服务型酒店其实还不太一样。
[17:23] [嘉宾-Cindy]：嗯，说到这个的话，我还可以再补充一点，就是其实每一年星级酒店的标准它是会调整的。
[17:31] [嘉宾-Cindy]：我记得好像最新的一期的五星酒店它的标准在2024年，然后这个标准比上上一次的标准可能是在2018年，它的标准是降了的。
[17:42] [嘉宾-Cindy]：这个有非常大的一个原因是星级酒店的业绩不行了，因为有非常多的人群它其实是从原来的星级酒店的住客变成了我们现在精品有限或者是精选有限的这样一个人群。
[17:58] [嘉宾-Cindy]：所以就导致他们如果维持原先的这样的一些设施、门店，他们没有办法维持它的一个运营的成本。
[18:06] [嘉宾-Cindy]：所以它干脆把这个标准往下降了。
[18:08] [嘉宾-猫草]：所以我觉得这个东西，就是星级酒店在国内的这种式微，它有好几方面的原因，但主要还是评价的体系被取代了。
[18:17] [嘉宾-猫草]：以前你整个决策是依托星级来进行的，后来星级的物业也老了，你发现它好像也没那么好。
[18:24] [嘉宾-猫草]：然后完了以后呢有两种办法可以替代你的决策，一种是我刚才所说的，不管你是美团大众点评还是携程，你通过OTA的系统，你看到了它的评价。
[18:35] [主播]：对。
[18:35] [嘉宾-猫草]：所以你看到了一些用户的真实反馈，那另外一个就是用品牌替代了星级。
[18:41] [嘉宾-猫草]：由于一个酒店集团里面的一个品牌，它的装修标准是硬的。我打个比方，比如说它是一个非常普通的连锁，有限服务的连锁，它可能每间的装修标准是8到11万。
[18:53] [嘉宾-猫草]：然后这个套内可能是一个18到20平，你连它用了什么样的隔音材料，都是大概可以判断的。
[19:01] [主播]：我感觉听起来就像万豪的万怡，或者是这个万豪，对对对。
[19:06] [嘉宾-猫草]：它就会变得非常标准，就是一个酒店每个房间该有多大的面积，单间的装修标准大概是什么样子的，你其实内心都是知道的，尤其是如果你是一个会员计划的常旅客，你会知道这个会员计划底下每一类不同品牌的酒店大概是一个什么样的标准，针对的是一个什么样的客群。
[19:26] [嘉宾-猫草]：所以品牌这个事情，它替代了所谓的星级，成为了大家的筛选标准。
[19:31] [主播]：对，我感觉这个其实就是西方这些国际连锁酒店灌输的一个理念，因为以前在中国人，就是很小很早很早以前大家会说三星级，四星级，五星级，对吧？
[19:41] [嘉宾-猫草]：没错嗯。
[19:42] [主播]：但现在呢，你包括像国内的连锁酒店，大家也会分成不同的品牌，可能亚朵是个什么，亚朵S是一个什么品牌，对吧？
[19:49] [主播]：那海外就更是这样了，就我们刚刚讲到最早引入这个中层计划的是这个...
[19:54] [嘉宾-猫草]：Holiday Inn。
[19:55] [主播]：对，Holiday Inn嘛，其实是现在是洲际集团的一部分。但同年，就1983年同年万豪就把自己的会员计划推出了。
[20:03] [嘉宾-猫草]：没错。
[20:03] [主播]：然后希尔顿是87年，凯悦是95年，整个80年代到90年代各国际连锁酒店都在推这样的会员中层计划。
[20:11] [主播]：然后那个时候我感觉大家的品牌还没有现在这么多，就现在恨不得一个酒店集团有四五十个品牌，像多的，像万豪。
[20:19] [嘉宾-猫草]：就是它真的跟化妆品一样，属于把人群进行了无限的细分，甚至它不光是分人群，它连你的需求都分了。
[20:27] [主播]：对，我刚想说。
[20:27] [主播]：是分每个人的你在不同的场合下的需求。
[20:32] [嘉宾-猫草]：对，比如说你的拆标是多少，那你的商务型酒店是什么样的？那你出出游的时候你是一个体验型的，是一个享受型的，还是一个每天去跑路的人？
[20:41] [嘉宾-猫草]：就是它会分的无限细，甚至有的时候我们细到了让我们都觉得“啊，这有必要吗？”那种程度。
[20:47] [嘉宾-猫草]：就是我们经常去参加一些酒店公司的一些业绩发布会啊，就包括他们讲自己的品牌计划。他说，“哎，我们这个酒店是个电竞酒店。
[2:54] [嘉宾-猫草]：所有人进来以后都知道它是一个电竞的配置，然后这是一个咖啡酒店怎么怎么样。”
[21:00] [嘉宾-猫草]：就是它把你的需求进行了无限的切割。
[21:02] [主播]：但我觉得从这一点上中国的酒店集团跟海外还不太一样，你像猫草老师你刚才说的这几个都是典型的中国的酒店集团会去干的事情。
[21:10] [主播]：是分的什么咖啡的，什么电竞的这些。
[21:13] [嘉宾-猫草]：没错。
[21:14] [主播]：但是你看海外的，它会比较喜欢用比如说生活方式类，然后偏野奢，就是偏这种跟自然沟通。
[21:22] [主播]：然后你像Westin其实最早在打它的运动，等等的，我感觉是把它分成了这种你的生活的方向。
[21:30] [嘉宾-猫草]：Lifestyle。
[21:31] [主播]：Lifestyle，包括你住这个酒店的目的，没有人是为了咖啡去住一个酒店的。
[21:35] [主播]：所以我一直对类似这样的一个分类非常的疑惑，就是它是为什么要有这样的分类？
[21:42] [嘉宾-Cindy]：有有这样的疑惑就对了，因为它有一点点是伪需求，我自己的感受，所以你会发现国内很多时候提出来的这些需求场景的酒店，比如说电竞酒店，比如说咖啡酒店，它其实运营的并不是很好。
[21:56] [嘉宾-Cindy]：因为你想如果是打电竞的人，我第一，我药不然首选可能是在这个电竞房。
[22:02] [嘉宾-猫草]：网吧。
[22:03] [主播]：就是。
[22:03] [嘉宾-Cindy]：网咖对吧？然后呢，或者说是这个，我干脆包四个小时的时间我就在这儿打游戏，我可以不用住嘛。
[22:09] [嘉宾-Cindy]：那这个对他来说可能是更划算的。
[22:13] [嘉宾-Cindy]：然后呢咖啡这个东西也有一点点的伪需求。如果你想现在我们茶饮咖啡竞争多激烈了呀，我9块9我就可以买到一杯横，牛马可以享用的咖啡了。
[22:24] [主播]：对。
[22:24] [嘉宾-Cindy]：根本就不会因为要住酒店，然后去住一个咖啡酒店，这个其实是非常伪需求。
[22:29] [嘉宾-猫草]：但那个时候细致地去切割大家的需求还是有点经济上行期。
[22:34] [嘉宾-猫草]：就是现阶段可能价格成为了第一主宰的因素，就是它的占比会更重一些。
[22:39] [主播]：当时大家还追求一些就是有特色，或者是这个有什么亮点，这个酒店跟其他酒店有什么区别，然后可能这种市场部门，营销部门就开始疯狂地动脑筋，然后想出了类似这样的。
[22:51] [嘉宾-Cindy]：我觉得是这样的啊，我，自己有一个理论可能跟现在有一家酒店公司它自己提的这个理论非常的相近。
[22:59] [嘉宾-Cindy]：就是它提的理论是一个倒三角的模型，就它觉得品牌如果你是越往低价走，越大众化的，那它就应该用一个比较普适的一个品牌去推就可以了。
[23:11] [嘉宾-Cindy]：因为这个在这个人群里面，它对于品牌的需求，或者说对于酒店的这个需求，其实就是最开始最开始的那个BNB。
[23:20] [嘉宾-Cindy]：BNB就是有限嘛，bed and breakfast，就有这两个东西。
[23:25] [主播]：有够床，有够早餐就够了。
[23:26] [嘉宾-Cindy]：对，所以这个就是为什么说我们最下层，最大众的反而最普通的这个需求。
[23:33] [嘉宾-Cindy]：但是随着你的需求越来越往上，你的价格带越来越往上移，你的需求其实是会越来越多样化的。
[23:41] [嘉宾-Cindy]：所以当你的价格带进入到一个中高档，甚至是高档跟奢华的时候，它才会出现这样的生活方式一些场景上的变化。
[23:49] [嘉宾-Cindy]：也就是我们日常当中看到的外资酒店，它有非常多的生活方式的一些品牌。
[23:54] [嘉宾-Cindy]：这个是因为它的价格带本身就是在高档以上，它是可以去承接的。
[24:00] [嘉宾-Cindy]：但如果说我们提到的咖啡酒店或者说什么电竞酒店，它的价格带是在一个中档以下，甚至是经济型的。
[24:11] [嘉宾-Cindy]：这个肯定是不work的嘛。
[24:12] [主播]：我觉得你说这个非常有道理，是因为我觉得在想包括万豪啊，然后凯悦啊，他们如果你往商务那个形态去走，其实它的酒店品牌相对来说是少的。
[24:21] [主播]：你比如说万豪就是以万豪这个主品牌，然后万怡，万丽，对，它其实稍微里面有一点点细分。
[24:28] [主播]：然后包括很多的品牌为什么会有，是因为它是并购嘛，就酒店业的并购，这个你们俩肯定比我清楚，就特别多的这种并购之后我可能保留了原那个品牌。
[24:39] [主播]：但是呢你越，你如果往上走，走到奢奢持型，顶奢型，反而它的这个分类会变得很细分。
[24:46] [嘉宾-Cindy]：是的。
[24:46] [主播]：但是如果你走到最顶奢的时候，它又变成一，就很有趣，你像安缦，对吧？
[24:51] [主播]：你去看这个...
[24:54] [嘉宾-猫草]：六善。
[24:55] [主播]：对，六善，Six Senses，包括Anantara等等的这些，它又变成就用一个品牌，我就打这个。
[25:00] [主播]：你甚至包括像四季、文华东方，它们都完全没有说我要再分出不同的品牌来嘛。
[25:05] [嘉宾-猫草]：哎，我觉得我，对这个事理解是这样的，就是非常中低端的酒店，有限服务型的，它一个是针对的人群可能是最大的人群。
[25:14] [嘉宾-猫草]：那另外一方面呢，这些人的出行可能也不是特别的频繁，所以呢它需要一个大众化的品牌来提供一个大致可享的BNB服务。
[25:22] [主播]：对。
[25:22] [嘉宾-猫草]：所以呢，它需要的东西是规模效应，因为它几乎全是加盟型的酒店，然后它要快速地让加盟商知道我的物业标准是什么样的，我的门槛是什么样的，然后我需要规模效应，把它推开。
[25:34] [嘉宾-猫草]：然后以我的这个酒店的CRS系统或者你叫酒店的自己的App作为一个预定的接入孔，来给大家提供这种双边规模效应，就是我越来越多的终端，然后更多的提供更多的选择，更多的服务，这样我的用户和我的这个就是我的供应商和我的用户两边就进行了一个飞轮效应。
[25:54] [主播]：嗯。
[25:55] [嘉宾-猫草]：但是呢，对于那些真正比较高线的，需求很多元化的人群来说，一个人是他真正的常旅客。
[26:02] [嘉宾-猫草]：他可能商旅也很多，然后他的度假出行也很多，他的亲子也很多，就是他本身出行的需求是特别多的。
[26:08] [嘉宾-猫草]：然后其次呢，就是这些酒店完全没有规模效应。就这一个品牌做出来了以后，它是没有规模效应的。
[26:15] [嘉宾-猫草]：你想刚才大老师举到的例子，文华东方安缦，在中国才几家店。
[26:20] [主播]：对。
[26:20] [嘉宾-猫草]：它本身没有规模效应，它其实一个城市，顶尖的城市以及顶尖的度假城市，它就是一两家店。
[26:27] [嘉宾-猫草]：在这种情况下底它就有做Branding的空间，因为它满足的是这一部分人，我就不要规模效应了，我就用它来做品牌，然后挣的是那个常旅客的毛利。
[26:38] [主播]：嗯。
[26:39] [嘉宾-猫草]：因为它不是靠规模效应堆出来的店，所以我觉得反而它到上面就会变得很细分。
[26:43] [嘉宾-猫草]：但是您所说的那个道文华或者六善，它们其实也在大酒店集团里面，六善是在大酒店集团里面。
[26:50] [主播]：在洲际。
[26:51] [嘉宾-猫草]：在洲际里面。
[26:51] [主播]：六善也是这几年被买了。
[26:54] [嘉宾-猫草]：对，被买了。它就变成了大集团的一条线，那六善就是一个呃，就是一个可持续经营的...
[27:01] [主播]：ESG标准。
[27:03] [嘉宾-猫草]：ESG标准的这个户外奢持的酒店。
[27:06] [嘉宾-猫草]：它其实就变成了这个大集团的某一条主打的线。
[27:09] [主播]：对。
[27:10] [主播]：猫草老师今天从商业角度给我们探讨酒店的一些运转，然后我就是一个纯的消费者。
[27:16] [嘉宾-猫草]：我觉得猫草还有挺有意思的点，就是你刚才提到安缦，还有包括那个新野度假村里面的那个顶奢。
[27:22] [主播]：星野。
[27:23] [嘉宾-猫草]：星野诺亚。
[27:24] [嘉宾-猫草]：就它们又不太一样，我觉得安缦和星野诺亚是非常典型的占据了一个不可替代的这个点，本身是独一无二的。
[27:34] [嘉宾-猫草]：所以你看它的甚至每个店的名字都不一样，对吧？怡和安缦、养和安缦、大研安缦。
[27:40] [主播]：它的英文名会更加的有趣，就是跟地方甚至都没有关系。
[27:45] [嘉宾-猫草]：对，就是每一家店它都非常的独一无二，它会告诉你我这押店是哪个哪个大师建的，然后这个大师这是它的一座，然后我选在了两个不可复制的地方。
[27:53] [嘉宾-猫草]：安缦甚至很多店，它一年就开三四个月四五个月。
[27:57] [主播]：真的吗？
[27:58] [嘉宾-猫草]：哦安缦有很多这样的店。
[27:59] [主播]：哦。
[28:00] [嘉宾-猫草]：就是它选的是一个绝境。
[28:02] [嘉宾-猫草]：然后这个绝境。
[28:03] [主播]：绝境只有那几个月能进去。
[28:04] [嘉宾-猫草]：对，你别的时候你进不去。比如说我这次我我在录制之前我在搜安缦的这些东西，然后我就要跟Cindy说，哎，我以前特别想去那个黑山安缦。
[28:13] [嘉宾-猫草]：但黑山安缦是一半在陆地上，一半在岛上，岛上的那一半它一年只运营四个月。
[28:18] [嘉宾-猫草]：现在它跟当地政府谈不拢，它就把岛上的那一半给关掉了。
[28:22] [主播]：嗯，原来是这样。
[28:23] [嘉宾-猫草]：但它运营成本会特别高，所以它的间夜价格会到2万以上。
[28:27] [嘉宾-猫草]：所以这样的酒店会把自己称之为目的地酒店。它甚至都不是一个简单地就度假酒店叫Resort，就我这个地方是专门用来度假的。
[28:35] [嘉宾-猫草]：所谓度假酒店必备的一些服务就是它会给你推出各种各样的服务，你完全可以足不出户。
[28:42] [嘉宾-猫草]：在里面它会有带你比如说放什么水灯，带你做一些这个手势，然后包括Spa之类的必备的东西。
[28:49] [嘉宾-猫草]：就是它会有一些跟在地的旅行体验结合起来，但是完全可以不不出这个酒店，就满足所有人的需求。
[28:56] [嘉宾-猫草]：所以这是度假酒店的标准。
[28:58] [嘉宾-猫草]：但是在我心里就是像安缦呀之类的，它就更进一步，它是一个目的地型的酒店。
[29:03] [嘉宾-猫草]：比如说你去订红星诺亚的时候，你会发现大部分红星诺亚要提前两到三个月订，甚至可能要提前半年一年，比如京都的那家店。
[29:12] [嘉宾-猫草]：你完全要把那个地方当成一个你的目的地。
[29:14] [主播]：对。
[29:14] [主播]：我去那就是为了住这个酒店。
[29:16] [嘉宾-猫草]：你是为了去泡酒店才去的，你这一趟行程就是为了去泡那个酒店，酒店就是你的目的地。
[29:22] [主播]：嗯。
[29:23] [主播]：确实是，确实是。好，好，让我们先拉回来。
[29:25] [主播]：我感受到了两位的风格了，这个一旦散出去，我得行使一个把把我们的提纲往下拉的这个职责。
[29:34] [主播]：因为关于会员体系这个事情，我觉得还是有很多我们可以先往后推进的。
[29:38] [主播]：刚才在讲最早可能是这些酒店集团纷纷根据航空集团的这种方式，开始说“哎，你住一晚我就可以给你一些积分”，然后呢会员体系可能分成了123等。
[29:50] [主播]：但我觉得这里必须引入一个真正把酒店的忠诚体系上了一个台阶的这么一个集团，就是喜达屋。
[29:58] [主播]：就是刚才两位稍微提到一点，喜达屋在2016年和万豪并购，但其实它推出酒店的会员忠诚体系是在90年代末。
[30:07] [主播]：它叫做Starwood Preferred Guest。
[30:09] [嘉宾-Cindy]：对。
[30:10] [主播]：就这个其实非常非常的有特色，因为我当时入坑，住它的一些酒店就可以感觉到。
[30:17] [主播]：第一，它会说你用我的积分来兑房晚，我是不给你一些说是兑不了的日子的，因为就像咱们用航航里程去兑机票也是一样嘛，就有的有时候它没有位置不给你订。
[30:29] [主播]：那酒店集团一开始也是学航空司，说我有一些晚上比较，我一看那天晚上人就会多的，我就把它给封锁掉。
[30:37] [主播]：但这个你想会很影响会员的感受。
[30:40] [嘉宾-猫草]：是体验，相当于你只让我闲时的时候去。
[30:41] [主播]：是的，我不知道我的这个积分攒了之后我到底能换哪几晚，对吧？
[30:46] [嘉宾-猫草]：没错。
[30:47] [主播]：所以呢，它是第一个说无房晚兑换黑名单，而且没有容量控制。
[30:51] [主播]：就是我不是说只有几间房可以给你给你换的，而且还可以在线兑换，就那个时候在90年代末互联网还那么初期的社会，它就开始提供在线兑换的一个系统。
[31:02] [嘉宾-猫草]：对，早期是你打电话给客服，然后看你能不能兑换，但是它是非常早就推了在线兑。
[31:07] [主播]：对，但是你可以想象就是这个东西到现在就变变味了。
[31:12] [主播]：就现在的打量酒店集团确实大部分的房晚都可以让你换，但它会变成动态兑换。
[31:18] [主播]：就是说你这这一晚可能花1万积分，但另外一晚我人认为它是高峰期，它就变成了2万积分。
[31:24] [嘉宾-Cindy]：是的。
[31:25] [主播]：然后再进一步会跟他的希尔希尔顿在这里边起了一个非常坏的头，就是他第一个推出了跟房价挂钩。
[31:32] [主播]：就是彻底。
[31:33] [嘉宾-猫草]：哦对，它的积分价值跟房价挂钩的。
[31:35] [主播]：对，那最早大家的酒店集团都是按照等级来分的嘛，比如说Cat 1就是第一级的是5000分最低的，然后Cat 2是1万分等等的。
[31:44] [主播]：那我把所有的酒店放入整个这个兑换的表格里面，那就固定下来了，对吧？1万分，2万分。
[31:51] [主播]：但是呢，后来酒店集团就发现商业的这个价值没有办法榨取到最大，然后慢慢地变成了动态兑换，动态兑换还不够，我就跟我的现金价值挂钩，等等的，用这样一步一步的。
[32:02] [主播]：我觉得完全背离了喜达屋最早推出他的这个会员体系的时候，想的，让所有的会员都可以享受到的这么一个目的。
[32:10] [嘉宾-猫草]：我觉得SPG最早说真的就是服务深度会员的，因为酒店，就是我给大家讲一下就是酒店的这个需求，大概有一半左右是跟差旅相关的，尤其是星级酒店。
[32:19] [主播]：可能不止一半。
[32:21] [嘉宾-猫草]：星级酒店大概60%到70%是跟差旅相关的，如果纯讲收入可能会更高一些，因为收入里面就是特别高兴的酒店，豪华型酒店，而且尤其是城市豪华，它大概有40%左右的收入其实是来自于餐饮和会议收入。
[32:36] [嘉宾-猫草]：它压根就不是房晚收入，就是你吃的那个早餐，它都会拆分了以后再计入收入，所以他们餐饮部门的收入占比整体是高的，而差旅旅客对他们来说非常重要。
[32:49] [嘉宾-猫草]：因此你可以看作就是酒店跟航空一样，都是20%的人提供了80%的需求量。
[32:56] [主播]：嗯。
[32:56] [嘉宾-猫草]：所以一开始SPG的这个计划就是为了服务它最资深的这部分用户，给他们提供很好的价值体验。
[33:03] [主播]：哎呀，我觉得你这么一说，让我稍微理解了，当然这可能只是一种臆测啊，就是为什么它最后倒了。
[33:08] [主播]：或者不说倒了，被万豪收了，因为它里面是有一个矛盾的，就是一方面你又希望服务你的这些商商务旅客。
[33:17] [主播]：但另外一方面你又推出了大量很有特色的酒店，你很难想象一个出差客去住W对不对？
[33:23] [主播]：就是类似这样的一些由喜达屋推出来的，极具特色的酒店，它反而不是为商务客考虑的。
[33:31] [主播]：但反观你来看万豪，所有酒店长得都一样，包括猫草老师刚刚讲的，它可能里面的那种装修标准什么的都定得特别的严格，所以它会长得一模一样嘛，看起来特别无聊，因为万豪最早在美国就是大车店嘛，就相当于就是从汽车旅店这边慢慢发展起来的。
[33:46] [嘉宾-猫草]：哦现在也越来越像了。
[33:47] [主播]：它在美国现在依然是很多大车店。
[33:50] [主播]：但是你就能想象它是更能算得过来账的，因为我的服务的目目标客群跟我的做的这个会员体系，包括我的酒店的特色是大家是统一的，是和谐的。
[34:03] [主播]：但喜达屋当时我觉得就有一点点之间产生了这种一个悖论，就是对，所以最终它这个扩张速度太快没有跟上。
[34:11] [主播]：我觉得这个就有点像理想主义者的悖论，它提供了非常多元的好的供给，然后它有一个非常理想主义的愿望。
[34:18] [主播]：但是最后整个商业的账没平过来，然后就被那些更中庸，更大的集团给收购了，变成了其中一条线。
[34:25] [主播]：对，它在在市场整个比较好的时候，可能它这种模式会能成功，而且会影响，你像喜达屋当时推出了这个它的会员体系之后，其他集团其实是纷纷效仿的。
[34:36] [主播]：就把自己原来那种比较单一的这种会员体系，你像洲际就把它这个叫优悦会的这么一个体系，也是开始说“哎，你积分获取的渠道可以更多，不光是住酒店，也可以什么租车啊，信用卡啊，都可以。”
[34:50] [嘉宾-猫草]：就变成了供应链金融。
[34:51] [主播]：对，都可以拿来去获得积分，然后兑换呢，你不仅可以换房晚，你还可以换里程等等的。这些其实最早都是SPG学过来的。
[34:59] [主播]：但是等到市场的下行期，就是喜达屋为什么最后会被收购？很大程度上还是因为金融危机之后，其实整个商旅的衰退非常的严重，特别是美国。
[35:12] [主播]：所以你原来的这套玩法就玩不转了，然后就开始被资本这个抛弃，就要被收购过来了。
[35:19] [嘉宾-猫草]：其实万豪去收SPG的时候是看中它的会员体系以及它的会员的忠诚度做得非常好。
[35:25] [嘉宾-猫草]：嗯，这，这也是为什么像大老师这样的忠诚会员会非常抵制万豪的原因，就是因为扩圈嘛，对吧？
[35:32] [嘉宾-猫草]：然后就让人变得不那么纯净了。
[35:34] [嘉宾-猫草]：嗯，但是呢，酒店业的发展就是这个样子的。酒店业发展一定是在经济萧条期的时候，有巨头出手抄底，去买好的品牌。
[35:44] [嘉宾-猫草]：所有的酒店都是这样的，酒店的所以并购都发生在行业特别萧条的时候，因为这些大酒店都知道酒店本身是周期行业，它只有在逆势的时候出手。
[35:55] [嘉宾-猫草]：因为大企业能活着，它可能发了Reits，或者它手里面有足够的现金流，它能活着。
[36:01] [嘉宾-猫草]：所以它会在逆势的时候以比较低的价格出手，收它觉得最好的那部分资产，然后等到顺势的时候迎来它RevPAR的双击。
[36:09] [主播]：对。
[36:10] [嘉宾-Cindy]：对，所以有钱非常重要。
[36:12] [主播]：就是能够保持自己的现金流跟一定的资金是非常重要的。
[36:18] [主播]：它可能在那个时候有一个收购。
[36:19] [嘉宾-Cindy]：嗯，这个其实也是为什么你像万豪这样的酒店，它是以轻资产的加盟体系为主的，就是因为它避免了它在遇到周期下行，下行非常严重的时候，受到非常严重的损伤嘛。
[36:33] [嘉宾-Cindy]：因为它反正就是加盟，它大不了就收不到这部分的钱了，但它不会像业主一样受上的那么的严重。
[36:39] [嘉宾-Cindy]：嗯，所以这个可能也是为什么它能够有钱去竞价喜达屋非常重要的原因，就是它手里有钱，有资本。
[36:48] [主播]：当时好像是希尔顿是刚刚换了一个东家。
[36:51] [嘉宾-Cindy]：应该是黑石。
[36:51] [主播]：嗯，对对对，所以呢，他们没有这个收购意愿，所以万豪就说那肯定就是我来出手。
[36:58] [主播]：没想到收到了中国资本的这个。
[37:02] [嘉宾-猫草]：但是后来很多中国资本也退出了，海外已经都卖。
[37:03] [主播]：对，因为那那段时间都是中国资本那一轮的出海试图买资产的狂潮嘛，万达什么不都出去买。
[37:12] [嘉宾-猫草]：对，海航。
[37:12] [主播]：结果最后全都又吐出来，就是这样一个过程。
[37:17] [嘉宾-Cindy]：所以我也觉得就是为什么酒店它可能天然的就是一个大的集团、多品牌的一个矩阵。
[37:24] [嘉宾-Cindy]：它有一部分的原因是它的人群，首先你得有一个高频次的基础，就是这一批人，我在你的这个酒店里面消费。
[37:33] [嘉宾-Cindy]：因为你有很多的品牌，所以我可以一年里面频繁的多次的在你这消费，然后呢在不同的场景上了之后，我会需要把你常住的可能是商务型的酒店，然后给你晋升晋升到我的这个更多元的，然后度假型的，甚至是目的地型的顶奢的这个酒店里面去，它就形成了这样的闭环了。
[37:55] [嘉宾-Cindy]：就是它需要前期的频次的积累，然后以及说会员的留存。
[38:00] [嘉宾-Cindy]：那这个可能也是，如果说你只做这样的顶奢，你的频次其实是很难去进行会员的留存的，这个会产生一定的问题。
[38:09] [嘉宾-猫草]：这个有意思，这个就有点像一个集团内部的高频打低频了。
[38:14] [嘉宾-猫草]：就是我比如说我有一些长得千篇一律的万豪、万怡、万丽，只是根据你的这个经济能力嘛，你选择了不同的商旅行酒店。
[38:21] [嘉宾-猫草]：但是你每年总有两次度假需求，度假需求是一个非常低频的需求，但由于你已经在万豪积累了60个间夜了。
[38:30] [主播]：嗯。
[38:31] [嘉宾-猫草]：我希望把你导到我更高级的需求里去。
[38:34] [嘉宾-猫草]：或者我希望有一次你不是来出差的，比如说你是来玩的，周围要泡吧，那你就去W。
[38:39] [嘉宾-猫草]：它会希望有一个从高频，把你导到了低频的更好的生意里。
[38:44] [主播]：喜达屋里面的那些酒店对它来说实在是一个太好的补充了，因为你想再去自己打造一个特别是如果是偏奢华的，偏度假的，一个是位置，它就是稀缺的，那个酒店把那个位置占掉了。
[38:56] [主播]：你就已经没有办法再去到二了。
[38:57] [主播]：就做别的了，除非那个房业主房东说我我不想要这个品牌了。
[39:02] [主播]：另外就是，很多品牌是非常根植于人心的，它是花了非常多的品牌营销的费用去去做出来的。
[39:11] [主播]：比如说你现在想到瑞吉，就一定能想到它的管家式服务，对吧？
[39:15] [主播]：你说到丽思卡尔顿，你就一定是日本人，日本人对丽思卡尔顿是有一种特别的偏爱的。
[39:22] [嘉宾-猫草]：我觉得日本人痴迷丽思卡尔顿。
[39:24] [主播]：对，因为丽思在他们看来就是那种代表了西式的顶奢，然后在你在里面能够享受到的服务，包括你能看到的这种场景。
[39:34] [主播]：我我跟一个日本朋友聊过，他就说他能想象的就是国家级的领导人或者是一些特别的贵族才能去丽思里面去比如说办结婚典礼，或者是怎么怎么样的。
[39:46] [主播]：所以对他们来说就是我...
[39:48] [嘉宾-猫草]：他们这个刻板印象和我完全不一样。
[39:50] [嘉宾-猫草]：我提到丽思卡尔顿，我只会觉得Coco Chanel在那住了几十年，最后在巴黎的丽思去世的。
[39:55] [主播]：对，这这我觉得也是一个很重要的。
[39:57] [嘉宾-猫草]：这是一个品牌非常重要的资产。
[39:58] [主播]：一个非常非常重要的遗产。
[49:01] [嘉宾-猫草]：一会儿等我们结束录制，我可以悄悄给大老师推荐一家，我觉得评替巴黎丽思最好的丽思，而且还真的很便宜。
[40:08] [主播]：我们在节目尾声，推出了一个彩蛋。
[40:12] [嘉宾-猫草]：不，丽思没打钱不合适吧？
