## 中文播客音频转录

[00:00:00] [嘉宾]：逻辑上来讲，我觉得媒体朋友大家写的东西我还是得尽量的就得稍微注意一下，因为借壳这个事情，科创板是不让的。包括这个今天上午还有很多两三个创神给我发，说你怎么样看至远的这个事情，我们能不能尝试类似的这个动作？监管的审核永远是一把这个高悬的剑，需要去维护所有这个股东的权益。

[2m31:14s] [主播]: 哦。

[2m31:15s] [嘉宾]: 然后能出来，他要不要出来。这都是一条线的思考了，那在这种情况下，他愿意放弃这个这些东西的前提条件是什么？

[2m31:18s] [主播]: 不想做原来业务了。

[2m31:19s] [嘉宾]: 肯定是啊，我觉得这个大家都会觉得智源是一个不错的企业，就是我觉得，而且在这种情况下，智源肯定会对股价有很好的这个激励嘛。然后逻辑上来讲，过去他是7块7毛8，现在它明显变成13块。

[2m31:31s] [主播]: 是，已经翻了一倍。对，按你刚才说的10逻辑套上去就是10倍。

[2m31:34s] [嘉宾]: 你刚才这个逻辑很好。

[2m31:36s] [主播]: 对，你刚才自己算。

[2m31:37s] [嘉宾]: 我觉得不是我算的，是股民朋友算的。我觉得这个股民朋友很有意思的，他可以尝试来做一季。不要二级市场炒股票，来一级市场谈谈梦想嘛，对吧？来我们一级市场，然后当我们一级市场现在也变了，也得用用钱去买梦想了，让自己的梦想可以持续。

[2m31:54s] [主播]: 嗯，这是你的第一个疑问啊，他为什么愿意就是让出投票权和控制权？

[2m31:59s] [嘉宾]: 对。然后第二个疑问就是大家其实也没有关注说这个钱从谁的口袋里出这件事情，就是钱是从哪里来的？

[2m32:04s] [主播]: 他这个主体是，我就说出钱的主体啊，在公告里他是分了好几个主体，一个是叫智源衡越。

[2m32:11s] [嘉宾]: 嗯。

[2m32:11s] [主播]: 还有一个应该是叫智源新创。

[2m32:13s] [嘉宾]: 对，大家都回去，我觉得这个现在互联网都比较发达，就是每公司主体，背后站着谁，大家谁出资出资比例，包括这个最后的这个执行的事物合伙人究竟是谁，拿可以去翻一翻，多翻一翻。很多事情的，尤其二级市场，二级市场很多细节隐藏在这些公告里面，因为他不得不公告，这些公告其实是很很实用的东西。其实逻辑上来讲，你分析这个case，你要看的东西就是这个公告，然后再结合刚才说的尊重二级，尊重监管，看监管的条款，其实就基本上就齐全了。其实不用猜，二级市场千万别猜，二级市场就很实的，每一个主体后面站着谁，有多少持股比例，你就能看看到钱是从谁的口袋里面出来，然后也能够反向推说这个这个钱为什么是他出，为什么是他出而不是他出。

[2m32:58s] [主播]: 因为它的公告里其实列了非常详细的股权架构，就是我开头放的那个文件的链接，还有收录子的图例。目前披露的情况来看的话，一共拿出来的7.8亿来买上伟新材料的股份的这些钱，它是有两个出资方，一个是出资站到了80%以上的智源衡越。另一个是叫做智源新创合伙。智源新创它的结构比较简单，就是邓太华自己占了80%，然后有另一个股东叫魏云龙占了20%。那回到衡越的话，衡越要稍微复杂一点。它有两个对半的大股东，一个往上穿就是智源机器人，就是这个公司，然后另一个它没有披露具体的股权比例，是叫衡越鼎峰。这我确实说起来有点绕啊，就大家可以看图。就总之在这个公告里它写的这个另一个是提到了里面会包含邓太华、彭志辉、江清松、姚茂清、王闯、田华等核心团队的，然后也讲到会有重要的产业方和合作方。

[2m33:50s] [嘉宾]: 是。那这里面就涉及到这个是，比如说智源肯定是出了钱的，对吧？比如说钱为什么可以从智源出呢？因为智源是一个一级市场的公司，对不对？即使他做股改了吗现在？与树应该是做股改。

[2m34:00s] [主播]: 与树做股改了，但智源在这个，至少在这个股权表里，它叫上海智源新创技术有限公司。

[2m34:07s] [嘉宾]: 那就是有限公司嘛，那还没有做股改。没有做股改的话，这个如果说重大的这个投资就得看他的股东协议。其实逻辑上来讲，我我我再说的更直接一点，在一级市场做任何的动作，包括我们之前解决了很多的回购项目啊，包括说这个重组的项目，出售的项目，其实最后都会回到一个东西，股东协议加公司法，就这两个东西很重要。

[2m34:25s] [主播]: 股东协议，公司法。

[2m34:26s] [嘉宾]: 股东协议，就大家过去融资的时候每一轮签签的，就比如说你公司账上有很多的钱，然后我看到有些媒体记者朋友写的说这个反正就写的很含糊，说智源融了好多的钱，对不对？

[2m34:39s] [主播]: 智源是这样的，它一共融了八轮，但它并没有每一轮都披露，但它披露的加起来，它至少是融了20亿。

[2m34:44s] [嘉宾]: 可能更多。

[2m34:45s] [主播]: 更多，应该肯定比这多，因为我只20亿是指披露的。

[2m34:47s] [嘉宾]: 是，可能更多。那很多钱在他账上，媒体朋友可能会觉得那是不是把账上的钱拿出来去买这个股票就可以了。但账上的钱怎么出来，需要过股东会，是否要过股东会或董事会。那如果是这种情况，过股东会和董事会的情况，这么大笔钱，它肯定是内部经过这个完整的磋商的。

[2m35:08s] [主播]: 那我们接下来讲讲这个事情的影响吧，就是说是不是对其他的一些类似处境的科技公司，比如说它账上的现金比较多，然后它其实是有实力可能去买一些上市公司的股份的这种公司有效法的意义。

[2m35:21s] [嘉宾]: 有，第一个就是大家会不会学，当然会学啊，这个它属于说监管也支持嘛，其实我们也支持，因为我们做并购也希望有更多的deals，这个deals其实一方面来源于说二级市场的这个公司收购一级市场的公司，对吧？或者说这个大公司间的合并，其实越多这样的一个信号，其实对交易的活跃度都是有帮助的。

[2m35:39s] [主播]: 他最近是政策出现什么变化吗？就为什么在之前好像没有出现类似的交易啊，因为其实有很多钱的一级市场科技公司之前几年都有的，一直都有的。

[2m35:49s] [嘉宾]: 哦，对。那是因为这个是这个逻辑上来讲就是因为去年到2024年的这个下半年开始，逐渐有一些监管的一些信号出来嘛，逻辑上要支持大家去做并购重组嘛。这个是监管的信号，其实二级市场更看监管，还是一样，尊重二级，尊重监管。

[2m36:02s] [主播]: 这个监管的信号具体是什么？

[2m36:03s] [嘉宾]: 并购六条，这些这些条款，就包括说借壳上市由原有的这个五年的这个维持期变成三年。这个都是从监管的角度释放一些善意的信号吧。然后包括其实如果你有关注的话，其实从去年下半年开始，很多上市公司都在发公告，还是一样的，就是在A股的这个监管角度来讲，就是你发公告并不意味着说你真能过，就是说他后面还有一个很长的流程要走。

[2m36:28s] [主播]: 哦对，但是我们看到就比如说其他的一些科技行业的一些公司也还没有这个动作啊，就即使它是从，我看这个公告其实是24年9月份，到现在为止也有过了快十个月的时间了。

[2m36:39s] [嘉宾]: 你说那个什么并购几条？对，那并购六条，对，但其实看到好像目前这么做的科技公司也就智源一家什么的。

[2m36:48s] [嘉宾]: 是。这个还是一样，这个有人钱多有人钱少呀，就大家的试错成本不一样。其实逻辑上来讲，比如对一个普通的科技公司来讲，大家说科技公司其实大家都融钱，就做业务，谁账上趴了那么多钱呢？但其实逻辑上来讲，以我的通常理解，A股的一个类借壳或借壳，你要完成一个控股权的转让，五到十个亿是是基础，五到十亿人民币。所以这次呢，他们不是拿了7.9亿嘛，差不多是一个公正的fair的一个价格。那再叠加他收后来从我我理解，我还是想说这个大家对于蔡总，包括他们上委新材的原有管理团队的关注度太少了。但是呢，我还是想这个我其实特别喜欢看这个钱究竟怎么进去的，然后对于他来讲，他为什么要接受这样的一个条件？那肯定是他有更多的好处嘛。所以他愿意去完成这样的一个一个一个控股权转让。

[2m37:47s] [主播]: 所以就是你刚才说是另外一个条件是就是没有那么好的标的嘛。

[2m37:50s] [嘉宾]: 第一没有钱啊，没有那么多钱，第二其实二级市场五到十个亿，您把所有的二级市场的公司全全好过来，看看账上趴了多少钱，谁账上有那么多钱？除了运行的现金啊。

[2m38:05s] [主播]: 我感觉好像很多机器人公司应该都有吧，比如说银河。

[2m38:08s] [嘉宾]: 银河通用。

[2m38:09s] [主播]: 对啊。

[2m38:10s] [嘉宾]: 首先这个他账上有没有那么多钱，其实他账上的钱能不能出来。

[2m38:14s] [主播]: 哦。

[2m38:15s] [嘉宾]: 然后能出来，他要不要出来。这都是一条线的思考了，那在这种情况下，他愿意放弃这个这些东西的前提条件是什么？

[2m38:18s] [主播]: 不想做原来业务了。

[2m38:19s] [嘉宾]: 肯定是啊，我觉得这个大家都会觉得智源是一个不错的企业，就是我觉得，而且在这种情况下，智源肯定会对股价有很好的这个激励嘛。然后逻辑上来讲，过去他是7块7毛8，现在它明显变成13块。

[2m38:31s] [主播]: 是，已经翻了一倍。对，按你刚才说的10逻辑套上去就是10倍。

[2m38:34s] [嘉宾]: 你刚才这个逻辑很好。

[2m38:36s] [主播]: 对，你刚才自己算。

[2m38:37s] [嘉宾]: 我觉得不是我算的，是股民朋友算的。我觉得这个股民朋友很有意思的，他可以尝试来做一季。不要二级市场炒股票，来一级市场谈谈梦想嘛，对吧？来我们一级市场，然后当我们一级市场现在也变了，也得用用钱去买梦想了，让自己的梦想可以持续。

[2m38:54s] [主播]: 嗯，这是你的第一个疑问啊，他为什么愿意就是让出投票权和控制权？

[2m38:59s] [嘉宾]: 对。然后第二个疑问就是大家其实也没有关注说这个钱从谁的口袋里出这件事情，就是钱是从哪里来的？

[2m39:04s] [主播]: 他这个主体是，我就说出钱的主体啊，在公告里他是分好几个主体，一个是叫智源衡越。

[2m39:11s] [嘉宾]: 嗯。

[2m39:11s] [主播]: 还有一个应该是叫智源新创。

[2m39:13s] [嘉宾]: 对，大家都回去，我觉得这个现在互联网都比较发达，就是每公司主体，背后站着谁，大家谁出资出资比例，包括这个最后的这个执行的事物合伙人究竟是谁，拿可以去翻一翻，多翻一翻。很多事情的，尤其二级市场，二级市场很多细节隐藏在这些公告里面，因为他不得不公告，这些公告其实是很很实用的东西。其实逻辑上来讲，你分析这个case，你要看的东西就是这个公告，然后再结合刚才说的尊重二级，尊重监管，看监管的条款，其实就基本上就齐全了。其实不用猜，二级市场千万别猜，二级市场就很实的，每一个主体后面站着谁，有多少持股比例，你就能看看到钱是从谁的口袋里面出来，然后也能够反向推说这个这个钱为什么是他出，为什么是他出而不是他出。

[2m39:58s] [主播]: 因为它的公告里其实列了非常详细的股权架构，就是我开头放的那个文件的链接，还有收录子的图例。目前披露的情况来看的话，一共拿出来的7.8亿来买上伟新材料的股份的这些钱，它是有两个出资方，一个是出资站到了80%以上的智源衡越。另一个是叫做智源新创合伙。智源新创它的结构比较简单，就是邓太华自己占了80%，然后有另一个股东叫魏云龙占了20%。那回到衡越的话，衡越要稍微复杂一点。它有两个对半的大股东，一个往上穿就是智源机器人，就是这个公司，然后另一个它没有披露具体的股权比例，是叫衡越鼎峰。这我确实说起来有点绕啊，就大家可以看图。就总之在这个公告里它写的这个另一个是提到了里面会包含邓太华、彭志辉、江清松、姚茂清、王闯、田华等核心团队的，然后也讲到会有重要的产业方和合作方。

[2m40:50s] [嘉宾]: 是。那这里面就涉及到这个是，比如说智源肯定是出了钱的，对吧？比如说钱为什么可以从智源出呢？因为智源是一个一级市场的公司，对不对？即使他做股改了吗现在？与树应该是做股改。

[2m41:00s] [主播]: 与树做股改了，但智源在这个，至少在这个股权表里，它叫上海智源新创技术有限公司。

[2m41:07s] [嘉宾]: 那就是有限公司嘛，那还没有做股改。没有做股改的话，这个如果说重大的这个投资就得看他的股东协议。其实逻辑上来讲，我我我再说的更直接一点，在一级市场做任何的动作，包括我们之前解决了很多的回购项目啊，包括说这个重组的项目，出售的项目，其实最后都会回到一个东西，股东协议加公司法，就这两个东西很重要。

[2m41:25s] [主播]: 股东协议，公司法。

[2m41:26s] [嘉宾]: 股东协议，就大家过去融资的时候每一轮签签的，就比如说你公司账上有很多的钱，然后我看到有些媒体记者朋友写的说这个反正就写的很含糊，说智源融了好多的钱，对不对？

[2m41:39s] [主播]: 智源是这样的，它一共融了八轮，但它并没有每一轮都披露，但它披露的加起来，它至少是融了20亿。

[2m41:44s] [嘉宾]: 可能更多。

[2m41:45s] [主播]: 更多，应该肯定比这多，因为我只20亿是指披露的。

[2m41:47s] [嘉宾]: 是，可能更多。那很多钱在他账上，媒体朋友可能会觉得那是不是把账上的钱拿出来去买这个股票就可以了。但账上的钱怎么出来，需要过股东会，是否要过股东会或董事会。那如果是这种情况，过股东会和董事会的情况，这么大笔钱，它肯定是内部经过这个完整的磋商的。

[2m42:08s] [主播]: 那我们接下来讲讲这个事情的影响吧，就是说是不是对其他的一些类似处境的科技公司，比如说它账上的现金比较多，然后它其实是有实力可能去买一些上市公司的股份的这种公司有效法的意义。

[2m42:21s] [嘉宾]: 有，第一个就是大家会不会学，当然会学啊，这个它属于说监管也支持嘛，其实我们也支持，因为我们做并购也希望有更多的deals，这个deals其实一方面来源于说二级市场的这个公司收购一级市场的公司，对吧？或者说这个大公司间的合并，其实越多这样的一个信号，其实对交易的活跃度都是有帮助的。

[2m42:39s] [主播]: 他最近是政策出现什么变化吗？就为什么在之前好像没有出现类似的交易啊，因为其实有很多钱的一级市场科技公司之前几年都有的，一直都有的。

[2m42:49s] [嘉宾]: 哦，对。那是因为这个是这个逻辑上来讲就是因为去年到2024年的这个下半年开始，逐渐有一些监管的一些信号出来嘛，逻辑上要支持大家去做并购重组嘛。这个是监管的信号，其实二级市场更看监管，还是一样，尊重二级，尊重监管。

[2m43:02s] [主播]: 这个监管的信号具体是什么？

[2m43:03s] [嘉宾]: 并购六条，这些这些条款，就包括说借壳上市由原有的这个五年的这个维持期变成三年。这个都是从监管的角度释放一些善意的信号吧。然后包括其实如果你有关注的话，其实从去年下半年开始，很多上市公司都在发公告，还是一样的，就是在A股的这个监管角度来讲，就是你发公告并不意味着说你真能过，就是说他后面还有一个很长的流程要走。

[2m43:28s] [主播]: 哦对，但是我们看到就比如说其他的一些科技行业的一些公司也还没有这个动作啊，就即使它是从，我看这个公告其实是24年9月份，到现在为止也有过了快十个月的时间了。

[2m43:39s] [嘉宾]: 你说那个什么并购几条？对，那并购六条，对，但其实看到好像目前这么做的科技公司也就智源一家什么的。

[2m43:48s] [嘉宾]: 是。这个还是一样，这个有人钱多有人钱少呀，就大家的试错成本不一样。其实逻辑上来讲，比如对一个普通的科技公司来讲，大家说科技公司其实大家都融钱，就做业务，谁账上趴了那么多钱呢？但其实逻辑上来讲，以我的通常理解，A股的一个类借壳或借壳，你要完成一个控股权的转让，五到十个亿是是基础，五到十亿人民币。所以这次呢，他们不是拿了7.9亿嘛，差不多是一个公正的fair的一个价格。那再叠加他收后来从我我理解，我还是想说这个大家对于蔡总，包括他们上委新材的原有管理团队的关注度太少了。但是呢，我还是想这个我其实特别喜欢看这个钱究竟怎么进去的，然后对于他来讲，他为什么要接受这样的一个条件？那肯定是他有更多的好处嘛。所以他愿意去完成这样的一个一个一个控股权转让。

[2m44:47s] [主播]: 所以就是你刚才说是另外一个条件是就是没有那么好的标的嘛。

[2m44:50s] [嘉宾]: 第一没有钱啊，没有那么多钱，第二其实二级市场五到十个亿，您把所有的二级市场的公司全全好过来，看看账上趴了多少钱，谁账上有那么多钱？除了运行的现金啊。

[2m45:05s] [主播]: 我感觉好像很多机器人公司应该都有吧，比如说银河。

[2m45:08s] [嘉宾]: 银河通用。

[2m45:09s] [主播]: 对啊。

[2m45:10s] [嘉宾]: 首先这个他账上有没有那么多钱，其实他账上的钱能不能出来。

[2m45:14s] [主播]: 哦。

[2m45:15s] [嘉宾]: 然后能出来，他要不要出来。这都是一条线的思考了，那在这种情况下，他愿意放弃这个这些东西的前提条件是什么？

[2m45:18s] [主播]: 不想做原来业务了。

[2m45:19s] [嘉宾]: 肯定是啊，我觉得这个大家都会觉得智源是一个不错的企业，就是我觉得，而且在这种情况下，智源肯定会对股价有很好的这个激励嘛。然后逻辑上来讲，过去他是7块7毛8，现在它明显变成13块。

[2m45:31s] [主播]: 是，已经翻了一倍。对，按你刚才说的10逻辑套上去就是10倍。

[2m45:34s] [嘉宾]: 你刚才这个逻辑很好。

[2m45:36s] [主播]: 对，你刚才自己算。

[2m45:37s] [嘉宾]: 我觉得不是我算的，是股民朋友算的。我觉得这个股民朋友很有意思的，他可以尝试来做一季。不要二级市场炒股票，来一级市场谈谈梦想嘛，对吧？来我们一级市场，然后当我们一级市场现在也变了，也得用用钱去买梦想了，让自己的梦想可以持续。

[2m45:54s] [主播]: 嗯，这是你的第一个疑问啊，他为什么愿意就是让出投票权和控制权？

[2m45:59s] [嘉宾]: 对。然后第二个疑问就是大家其实也没有关注说这个钱从谁的口袋里出这件事情，就是钱是从哪里来的？

[2m46:04s] [主播]: 他这个主体是，我就说出钱的主体啊，在公告里他是分好几个主体，一个是叫智源衡越。

[2m46:11s] [嘉宾]: 嗯。

[2m46:11s] [主播]: 还有一个应该是叫智源新创。

[2m46:13s] [嘉宾]: 对，大家都回去，我觉得这个现在互联网都比较发达，就是每公司主体，背后站着谁，大家谁出资出资比例，包括这个最后的这个执行的事物合伙人究竟是谁，拿可以去翻一翻，多翻一翻。很多事情的，尤其二级市场，二级市场很多细节隐藏在这些公告里面，因为他不得不公告，这些公告其实是很很实用的东西。其实逻辑上来讲，你分析这个case，你要看的东西就是这个公告，然后再结合刚才说的尊重二级，尊重监管，看监管的条款，其实就基本上就齐全了。其实不用猜，二级市场千万别猜，二级市场就很实的，每一个主体后面站着谁，有多少持股比例，你就能看看到钱是从谁的口袋里面出来，然后也能够反向推说这个这个钱为什么是他出，为什么是他出而不是他出。

[2m46:58s] [主播]: 因为它的公告里其实列了非常详细的股权架构，就是我开头放的那个文件的链接，还有收录子的图例。目前披露的情况来看的话，一共拿出来的7.8亿来买上伟新材料的股份的这些钱，它是有两个出资方，一个是出资站到了80%以上的智源衡越。另一个是叫做智源新创合伙。智源新创它的结构比较简单，就是邓太华自己占了80%，然后有另一个股东叫魏云龙占了20%。那回到衡越的话，衡越要稍微复杂一点。它有两个对半的大股东，一个往上穿就是智源机器人，就是这个公司，然后另一个它没有披露具体的股权比例，是叫衡越鼎峰。这我确实说起来有点绕啊，就大家可以看图。就总之在这个公告里它写的这个另一个是提到了里面会包含邓太华、彭志辉、江清松、姚茂清、王闯、田华等核心团队的，然后也讲到会有重要的产业方和合作方。

[2m47:50s] [嘉宾]: 是。那这里面就涉及到这个是，比如说智源肯定是出了钱的，对吧？比如说钱为什么可以从智源出呢？因为智源是一个一级市场的公司，对不对？即使他做股改了吗现在？与树应该是做股改。

[2m48:00s] [主播]: 与树做股改了，但智源在这个，至少在这个股权表里，它叫上海智源新创技术有限公司。

[2m48:07s] [嘉宾]: 那就是有限公司嘛，那还没有做股改。没有做股改的话，这个如果说重大的这个投资就得看他的股东协议。其实逻辑上来讲，我我我再说的更直接一点，在一级市场做任何的动作，包括我们之前解决了很多的回购项目啊，包括说这个重组的项目，出售的项目，其实最后都会回到一个东西，股东协议加公司法，就这两个东西很重要。

[2m48:25s] [主播]: 股东协议，公司法。

[2m48:26s] [嘉宾]: 股东协议，就大家过去融资的时候每一轮签签的，就比如说你公司账上有很多的钱，然后我看到有些媒体记者朋友写的说这个反正就写的很含糊，说智源融了好多的钱，对不对？

[2m48:39s] [主播]: 智源是这样的，它一共融了八轮，但它并没有每一轮都披露，但它披露的加起来，它至少是融了20亿。

[2m48:44s] [嘉宾]: 可能更多。

[2m48:45s] [主播]: 更多，应该肯定比这多，因为我只20亿是指披露的。

[2m48:47s] [嘉宾]: 是，可能更多。那很多钱在他账上，媒体朋友可能会觉得那是不是把账上的钱拿出来去买这个股票就可以了。但账上的钱怎么出来，需要过股东会，是否要过股东会或董事会。那如果是这种情况，过股东会和董事会的情况，这么大笔钱，它肯定是内部经过这个完整的磋商的。

[2m49:08s] [主播]: 那我们接下来讲讲这个事情的影响吧，就是说是不是对其他的一些类似处境的科技公司，比如说它账上的现金比较多，然后它其实是有实力可能去买一些上市公司的股份的这种公司有效法的意义。

[2m49:21s] [嘉宾]: 有，第一个就是大家会不会学，当然会学啊，这个它属于说监管也支持嘛，其实我们也支持，因为我们做并购也希望有更多的deals，这个deals其实一方面来源于说二级市场的这个公司收购一级市场的公司，对吧？或者说这个大公司间的合并，其实越多这样的一个信号，其实对交易的活跃度都是有帮助的。

[2m49:39s] [主播]: 他最近是政策出现什么变化吗？就为什么在之前好像没有出现类似的交易啊，因为其实有很多钱的一级市场科技公司之前几年都有的，一直都有的。

[2m49:49s] [嘉宾]: 哦，对。那是因为这个是这个逻辑上来讲就是因为去年到2024年的这个下半年开始，逐渐有一些监管的一些信号出来嘛，逻辑上要支持大家去做并购重组嘛。这个是监管的信号，其实二级市场更看监管，还是一样，尊重二级，尊重监管。

[2m50:02s] [主播]: 这个监管的信号具体是什么？

[2m50:03s] [嘉宾]: 并购六条，这些这些条款，就包括说借壳上市由原有的这个五年的这个维持期变成三年。这个都是从监管的角度释放一些善意的信号吧。然后包括其实如果你有关注的话，其实从去年下半年开始，很多上市公司都在发公告，还是一样的，就是在A股的这个监管角度来讲，就是你发公告并不意味着说你真能过，就是说他后面还有一个很长的流程要走。

[2m50:28s] [主播]: 哦对，但是我们看到就比如说其他的一些科技行业的一些公司也还没有这个动作啊，就即使它是从，我看这个公告其实是24年9月份，到现在为止也有过了快十个月的时间了。

[2m50:39s] [嘉宾]: 你说那个什么并购几条？对，那并购六条，对，但其实看到好像目前这么做的科技公司也就智源一家什么的。

[2m50:48s] [嘉宾]: 是。这个还是一样，这个有人钱多有人钱少呀，就大家的试错成本不一样。其实逻辑上来讲，比如对一个普通的科技公司来讲，大家说科技公司其实大家都融钱，就做业务，谁账上趴了那么多钱呢？但其实逻辑上来讲，以我的通常理解，A股的一个类借壳或借壳，你要完成一个控股权的转让，五到十个亿是是基础，五到十亿人民币。所以这次呢，他们不是拿了7.9亿嘛，差不多是一个公正的fair的一个价格。那再叠加他收后来从我我理解，我还是想说这个大家对于蔡总，包括他们上委新材的原有管理团队的关注度太少了。但是呢，我还是想这个我其实特别喜欢看这个钱究竟怎么进去的，然后对于他来讲，他为什么要接受这样的一个条件？那肯定是他有更多的好处嘛。所以他愿意去完成这样的一个一个一个控股权转让。

[2m51:47s] [主播]: 所以就是你刚才说是另外一个条件是就是没有那么好的标的嘛。

[2m51:50s] [嘉宾]: 第一没有钱啊，没有那么多钱，第二其实二级市场五到十个亿，您把所有的二级市场的公司全全好过来，看看账上趴了多少钱，谁账上有那么多钱？除了运行的现金啊。

[2m52:05s] [主播]: 我感觉好像很多机器人公司应该都有吧，比如说银河。

[2m52:08s] [嘉宾]: 银河通用。

[2m52:09s] [主播]: 对啊。

[2m52:10s] [嘉宾]: 首先这个他账上有没有那么多钱，其实他账上的钱能不能出来。

[2m52:14s] [主播]: 哦。

[2m52:15s] [嘉宾]: 然后能出来，他要不要出来。这都是一条线的思考了，那在这种情况下，他愿意放弃这个这些东西的前提条件是什么？

[2m52:18s] [主播]: 不想做原来业务了。

[2m52:19s] [嘉宾]: 肯定是啊，我觉得这个大家都会觉得智源是一个不错的企业，就是我觉得，而且在这种情况下，智源肯定会对股价有很好的这个激励嘛。然后逻辑上来讲，过去他是7块7毛8，现在它明显变成13块。

[2m52:31s] [主播]: 是，已经翻了一倍。对，按你刚才说的10逻辑套上去就是10倍。

[2m52:34s] [嘉宾]: 你刚才这个逻辑很好。

[2m52:36s] [主播]: 对，你刚才自己算。

[2m52:37s] [嘉宾]: 我觉得不是我算的，是股民朋友算的。我觉得这个股民朋友很有意思的，他可以尝试来做一季。不要二级市场炒股票，来一级市场谈谈梦想嘛，对吧？来我们一级市场，然后当我们一级市场现在也变了，也得用用钱去买梦想了，让自己的梦想可以持续。

[2m52:54s] [主播]: 嗯，这是你的第一个疑问啊，他为什么愿意就是让出投票权和控制权？

[2m52:59s] [嘉宾]: 对。然后第二个疑问就是大家其实也没有关注说这个钱从谁的口袋里出这件事情，就是钱是从哪里来的？

[2m53:04s] [主播]: 他这个主体是，我就说出钱的主体啊，在公告里他是分好几个主体，一个是叫智源衡越。

[2m53:11s] [嘉宾]: 嗯。

[2m53:11s] [主播]: 还有一个应该是叫智源新创。

[2m53:13s] [嘉宾]: 对，大家都回去，我觉得这个现在互联网都比较发达，就是每公司主体，背后站着谁，大家谁出资出资比例，包括这个最后的这个执行的事物合伙人究竟是谁，拿可以去翻一翻，多翻一翻。很多事情的，尤其二级市场，二级市场很多细节隐藏在这些公告里面，因为他不得不公告，这些公告其实是很很实用的东西。其实逻辑上来讲，你分析这个case，你要看的东西就是这个公告，然后再结合刚才说的尊重二级，尊重监管，看监管的条款，其实就基本上就齐全了。其实不用猜，二级市场千万别猜，二级市场就很实的，每一个主体后面站着谁，有多少持股比例，你就能看看到钱是从谁的口袋里面出来，然后也能够反向推说这个这个钱为什么是他出，为什么是他出而不是他出。

[2m53:58s] [主播]: 因为它的公告里其实列了非常详细的股权架构，就是我开头放的那个文件的链接，还有收录子的图例。目前披露的情况来看的话，一共拿出来的7.8亿来买上伟新材料的股份的这些钱，它是有两个出资方，一个是出资站到了80%以上的智源衡越。另一个是叫做智源新创合伙。智源新创它的结构比较简单，就是邓太华自己占了80%，然后有另一个股东叫魏云龙占了20%。那回到衡越的话，衡越要稍微复杂一点。它有两个对半的大股东，一个往上穿就是智源机器人，就是这个公司，然后另一个它没有披露具体的股权比例，是叫衡越鼎峰。这我确实说起来有点绕啊，就大家可以看图。就总之在这个公告里它写的这个另一个是提到了里面会包含邓太华、彭志辉、江清松、姚茂清、王闯、田华等核心团队的，然后也讲到会有重要的产业方和合作方。

[2m54:50s] [嘉宾]: 是。那这里面就涉及到这个是，比如说智源肯定是出了钱的，对吧？比如说钱为什么可以从智源出呢？因为智源是一个一级市场的公司，对不对？即使他做股改了吗现在？与树应该是做股改。

[2m55:00s] [主播]: 与树做股改了，但智源在这个，至少在这个股权表里，它叫上海智源新创技术有限公司。

[2m55:07s] [嘉宾]: 那就是有限公司嘛，那还没有做股改。没有做股改的话，这个如果说重大的这个投资就得看他的股东协议。其实逻辑上来讲，我我我再说的更直接一点，在一级市场做任何的动作，包括我们之前解决了很多的回购项目啊，包括说这个重组的项目，出售的项目，其实最后都会回到一个东西，股东协议加公司法，就这两个东西很重要。

[2m55:25s] [主播]: 股东协议，公司法。

[2m55:26s] [嘉宾]: 股东协议，就大家过去融资的时候每一轮签签的，就比如说你公司账上有很多的钱，然后我看到有些媒体记者朋友写的说这个反正就写的很含糊，说智源融了好多的钱，对不对？

[2m55:39s] [主播]: 智源是这样的，它一共融了八轮，但它并没有每一轮都披露，但它披露的加起来，它至少是融了20亿。

[2m55:44s] [嘉宾]: 可能更多。

[2m55:45s] [主播]: 更多，应该肯定比这多，因为我只20亿是指披露的。

[2m55:47s] [嘉宾]: 是，可能更多。那很多钱在他账上，媒体朋友可能会觉得那是不是把账上的钱拿出来去买这个股票就可以了。但账上的钱怎么出来，需要过股东会，是否要过股东会或董事会。那如果是这种情况，过股东会和董事会的情况，这么大笔钱，它肯定是内部经过这个完整的磋商的。

[2m56:08s] [主播]: 那我们接下来讲讲这个事情的影响吧，就是说是不是对其他的一些类似处境的科技公司，比如说它账上的现金比较多，然后它其实是有实力可能去买一些上市公司的股份的这种公司有效法的意义。

[2m56:21s] [嘉宾]: 有，第一个就是大家会不会学，当然会学啊，这个它属于说监管也支持嘛，其实我们也支持，因为我们做并购也希望有更多的deals，这个deals其实一方面来源于说二级市场的这个公司收购一级市场的公司，对吧？或者说这个大公司间的合并，其实越多这样的一个信号，其实对交易的活跃度都是有帮助的。

[2m56:39s] [主播]: 他最近是政策出现什么变化吗？就为什么在之前好像没有出现类似的交易啊，因为其实有很多钱的一级市场科技公司之前几年都有的，一直都有的。

[2m56:49s] [嘉宾]: 哦，对。那是因为这个是这个逻辑上来讲就是因为去年到2024年的这个下半年开始，逐渐有一些监管的一些信号出来嘛，逻辑上要支持大家去做并购重组嘛。这个是监管的信号，其实二级市场更看监管，还是一样，尊重二级，尊重监管。

[2m57:02s] [主播]: 这个监管的信号具体是什么？

